timestamp,bitcoin_usd,ethereum_usd,dogecoin_usd,solana_usd
2025-06-04T09:57:25.380501,105609,2613.33,0.195102,156.8
2025-06-04T09:57:36.466090,105609,2613.33,0.195102,156.8
2025-06-04T09:57:36.466090,105609,2613.33,0.195102,156.8
2025-06-04T09:57:36.466090,105609,2613.33,0.195102,156.8
2025-06-04T09:57:52.355788,105606,2613.28,0.195085,156.79
2025-06-04T09:57:52.355788,105606,2613.28,0.195085,156.79
2025-06-04T09:58:07.407483,105606,2613.28,0.195085,156.79
2025-06-04T09:58:07.407483,105606,2613.28,0.195085,156.79
2025-06-04T09:58:07.407483,105606,2613.28,0.195085,156.79
2025-06-04T09:58:31.556381,105606,2613.28,0.195085,156.79
2025-06-04T09:58:31.556381,105606,2613.28,0.195085,156.79
2025-06-04T09:58:31.556381,105606,2613.28,0.195085,156.79
2025-06-04T09:59:12.834869,105612,2613.49,0.195092,156.85
2025-06-04T09:59:12.834869,105612,2613.49,0.195092,156.85
2025-06-04T09:59:12.834869,105612,2613.49,0.195092,156.85
2025-06-04T09:59:24.383154,105612,2613.49,0.195092,156.85
2025-06-04T09:59:24.383154,105612,2613.49,0.195092,156.85
2025-06-04T09:59:37.957788,105612,2613.49,0.195092,156.85
2025-06-04T09:59:37.957788,105612,2613.49,0.195092,156.85
2025-06-04T09:59:37.957788,105612,2613.49,0.195092,156.85
2025-06-04T09:59:50.047168,105612,2613.49,0.195092,156.85
2025-06-04T09:59:50.047168,105612,2613.49,0.195092,156.85
2025-06-04T09:59:50.047168,105612,2613.49,0.195092,156.85
2025-06-04T10:00:01.649443,105612,2613.49,0.195092,156.85
2025-06-04T10:00:01.649443,105612,2613.49,0.195092,156.85
2025-06-04T10:00:01.649443,105612,2613.49,0.195092,156.85
2025-06-04T10:00:17.451834,105610,2613.62,0.19509,156.86
2025-06-04T10:00:17.451834,105610,2613.62,0.19509,156.86
2025-06-04T10:00:17.451834,105610,2613.62,0.19509,156.86
2025-06-04T10:00:45.180134,105610,2613.62,0.19509,156.86
2025-06-04T10:00:45.180134,105610,2613.62,0.19509,156.86
2025-06-04T10:00:59.723268,105610,2613.62,0.19509,156.86
2025-06-04T10:00:59.723268,105610,2613.62,0.19509,156.86
2025-06-04T10:00:59.723268,105610,2613.62,0.19509,156.86
2025-06-04T10:01:12.054992,105610,2613.62,0.19509,156.86
2025-06-04T10:01:12.054992,105610,2613.62,0.19509,156.86
2025-06-04T10:01:24.625048,105614,2613.71,0.195098,156.87
2025-06-04T10:01:24.625048,105614,2613.71,0.195098,156.87
2025-06-04T10:01:24.625048,105614,2613.71,0.195098,156.87
2025-06-04T10:01:36.346141,105614,2613.71,0.195098,156.87
2025-06-04T10:01:36.346141,105614,2613.71,0.195098,156.87
2025-06-04T10:01:36.346141,105614,2613.71,0.195098,156.87
2025-06-04T10:01:47.744112,105614,2613.71,0.195098,156.87
2025-06-04T10:01:47.744112,105614,2613.71,0.195098,156.87
2025-06-04T10:01:47.744112,105614,2613.71,0.195098,156.87
2025-06-04T10:02:37.501636,105621,2613.7,0.195112,156.85
2025-06-04T10:02:37.501636,105621,2613.7,0.195112,156.85
2025-06-04T10:02:52.321043,105621,2613.7,0.195112,156.85
2025-06-04T10:02:52.321043,105621,2613.7,0.195112,156.85
2025-06-04T10:02:52.321043,105621,2613.7,0.195112,156.85
